# Gene	Protein
ENSG00000198888	ENSP00000354687
ENSG00000115159	ENSP00000386425
ENSG00000115159	ENSP00000386626
ENSG00000115159	ENSP00000408522
ENSG00000115159	ENSP00000386484
ENSG00000115159	ENSP00000440892
ENSG00000178233	ENSP00000393161
ENSG00000178233	ENSP00000409337
ENSG00000086159	ENSP00000449830
ENSG00000086159	ENSP00000320247
ENSG00000086159	ENSP00000477688
ENSG00000086159	ENSP00000477759
ENSG00000273780	ENSP00000479208
ENSG00000273780	ENSP00000488428
ENSG00000273780	ENSP00000488885
ENSG00000273780	ENSP00000487883
ENSG00000273780	ENSP00000488827
ENSG00000273780	ENSP00000488699
ENSG00000273780	ENSP00000488310
ENSG00000273780	ENSP00000487994
ENSG00000103051	ENSP00000456653
ENSG00000103051	ENSP00000315775
ENSG00000103051	ENSP00000432802
ENSG00000103051	ENSP00000455693
ENSG00000103051	ENSP00000454573
ENSG00000103051	ENSP00000461912
ENSG00000103051	ENSP00000434160
ENSG00000103051	ENSP00000463732
ENSG00000103051	ENSP00000377236
ENSG00000083307	ENSP00000251808
ENSG00000083307	ENSP00000430473
ENSG00000083307	ENSP00000379260
ENSG00000171148	ENSP00000307684
ENSG00000171148	ENSP00000393471
ENSG00000171148	ENSP00000343649
ENSG00000171148	ENSP00000395073
ENSG00000100263	ENSP00000216085
ENSG00000100263	ENSP00000399550
ENSG00000100263	ENSP00000413128
ENSG00000100263	ENSP00000384113
ENSG00000226710	ENSP00000402138
ENSG00000226710	ENSP00000397345
ENSG00000226710	ENSP00000395192
ENSG00000226710	ENSP00000389848
ENSG00000226710	ENSP00000417013
ENSG00000226710	ENSP00000392656
ENSG00000226710	ENSP00000401394
ENSG00000226710	ENSP00000397392
ENSG00000226710	ENSP00000406099
ENSG00000226710	ENSP00000449921
ENSG00000113580	ENSP00000377977
ENSG00000113580	ENSP00000387672
ENSG00000113580	ENSP00000422518
ENSG00000113580	ENSP00000377979
ENSG00000113580	ENSP00000231509
ENSG00000113580	ENSP00000427672
ENSG00000113580	ENSP00000424747
ENSG00000113580	ENSP00000425313
ENSG00000113580	ENSP00000420856
ENSG00000113580	ENSP00000426478
ENSG00000113580	ENSP00000425374
ENSG00000113580	ENSP00000343205
ENSG00000113580	ENSP00000405282
ENSG00000141380	ENSP00000414516
ENSG00000141380	ENSP00000438066
ENSG00000141380	ENSP00000462363
ENSG00000141380	ENSP00000269138
ENSG00000141380	ENSP00000269137
ENSG00000141380	ENSP00000462838
ENSG00000141380	ENSP00000441760
ENSG00000141380	ENSP00000464664
ENSG00000141380	ENSP00000462766
ENSG00000141380	ENSP00000463933
ENSG00000141380	ENSP00000463943
ENSG00000141380	ENSP00000464673
ENSG00000141380	ENSP00000463928
ENSG00000141380	ENSP00000463586
ENSG00000141380	ENSP00000463802
ENSG00000141380	ENSP00000464609
ENSG00000141380	ENSP00000464556
ENSG00000141380	ENSP00000464049
ENSG00000141380	ENSP00000462104
ENSG00000211778	ENSP00000451535
ENSG00000162006	ENSP00000441381
ENSG00000162006	ENSP00000415767
ENSG00000138623	ENSP00000261918
ENSG00000138623	ENSP00000438966
ENSG00000138623	ENSP00000454365
ENSG00000138623	ENSP00000441493
ENSG00000170515	ENSP00000302886
ENSG00000170515	ENSP00000448557
ENSG00000170515	ENSP00000447615
ENSG00000170515	ENSP00000447389
ENSG00000213265	ENSP00000406047
ENSG00000213265	ENSP00000348996
ENSG00000213265	ENSP00000415856
ENSG00000213265	ENSP00000407352
ENSG00000159495	ENSP00000389466
ENSG00000182685	ENSP00000332389
ENSG00000182685	ENSP00000455052
ENSG00000182685	ENSP00000457969
ENSG00000204849	ENSP00000366875
ENSG00000183010	ENSP00000328858
ENSG00000183010	ENSP00000336579
ENSG00000183010	ENSP00000385483
ENSG00000183010	ENSP00000463352
ENSG00000183010	ENSP00000463342
ENSG00000183010	ENSP00000384949
ENSG00000183010	ENSP00000463226
ENSG00000183010	ENSP00000386002
ENSG00000183010	ENSP00000463343
ENSG00000183010	ENSP00000464098
ENSG00000183010	ENSP00000463601
ENSG00000183010	ENSP00000462398
ENSG00000183010	ENSP00000464440
ENSG00000183010	ENSP00000463225
ENSG00000183010	ENSP00000462892
ENSG00000183010	ENSP00000479793
ENSG00000183010	ENSP00000485679
ENSG00000131242	ENSP00000482620
ENSG00000131242	ENSP00000463206
ENSG00000131242	ENSP00000378227
ENSG00000131242	ENSP00000465929
ENSG00000131242	ENSP00000466538
ENSG00000131242	ENSP00000463616
ENSG00000040341	ENSP00000428456
ENSG00000040341	ENSP00000428756
ENSG00000040341	ENSP00000428741
ENSG00000040341	ENSP00000429173
ENSG00000040341	ENSP00000430511
ENSG00000040341	ENSP00000348026
ENSG00000040341	ENSP00000430907
ENSG00000040341	ENSP00000429973
ENSG00000040341	ENSP00000428476
ENSG00000040341	ENSP00000427977
ENSG00000040341	ENSP00000431111
ENSG00000040341	ENSP00000428664
ENSG00000040341	ENSP00000429005
ENSG00000040341	ENSP00000428284
ENSG00000040341	ENSP00000428829
ENSG00000040341	ENSP00000430611
ENSG00000040341	ENSP00000428681
ENSG00000040341	ENSP00000428737
ENSG00000226882	ENSP00000403576
ENSG00000226882	ENSP00000400869
ENSG00000170027	ENSP00000306330
ENSG00000235220	ENSP00000395853
ENSG00000235220	ENSP00000388133
ENSG00000235220	ENSP00000387786
ENSG00000235220	ENSP00000393535
ENSG00000235220	ENSP00000400112
ENSG00000235220	ENSP00000404395
ENSG00000235220	ENSP00000448260
ENSG00000213240	ENSP00000483006
ENSG00000186136	ENSP00000334050
ENSG00000186226	ENSP00000357760
ENSG00000186226	ENSP00000357759
ENSG00000186226	ENSP00000480425
ENSG00000113739	ENSP00000265087
ENSG00000113739	ENSP00000428470
ENSG00000113739	ENSP00000427816
ENSG00000180447	ENSP00000298743
ENSG00000214510	ENSP00000421048
ENSG00000214510	ENSP00000426279
ENSG00000214510	ENSP00000381468
ENSG00000150455	ENSP00000446213
ENSG00000150455	ENSP00000376446
ENSG00000150455	ENSP00000376445
ENSG00000150455	ENSP00000376447
ENSG00000150455	ENSP00000436967
ENSG00000185811	ENSP00000388478
ENSG00000185811	ENSP00000352123
ENSG00000185811	ENSP00000331614
ENSG00000185811	ENSP00000396554
ENSG00000185811	ENSP00000413025
ENSG00000185811	ENSP00000409588
ENSG00000185811	ENSP00000342485
ENSG00000185811	ENSP00000349928
ENSG00000185811	ENSP00000342750
ENSG00000185811	ENSP00000401507
ENSG00000185811	ENSP00000340080
ENSG00000185811	ENSP00000483016
ENSG00000185811	ENSP00000478368
ENSG00000157131	ENSP00000354458
ENSG00000137975	ENSP00000359596
ENSG00000156049	ENSP00000365807
ENSG00000163684	ENSP00000412894
ENSG00000163684	ENSP00000295959
ENSG00000163684	ENSP00000419909
ENSG00000154783	ENSP00000285046
ENSG00000154783	ENSP00000394827
ENSG00000154783	ENSP00000445949
ENSG00000006377	ENSP00000428480
ENSG00000006377	ENSP00000451635
ENSG00000277222	ENSP00000478856
ENSG00000277222	ENSP00000479193
ENSG00000277222	ENSP00000486274
ENSG00000277222	ENSP00000486038
ENSG00000277222	ENSP00000481899
ENSG00000277222	ENSP00000486521
ENSG00000277222	ENSP00000486412
ENSG00000233164	ENSP00000415915
ENSG00000233164	ENSP00000402805
ENSG00000233164	ENSP00000403409
ENSG00000136940	ENSP00000397984
ENSG00000136940	ENSP00000259467
ENSG00000136940	ENSP00000377826
ENSG00000109132	ENSP00000226382
ENSG00000128016	ENSP00000469647
ENSG00000128016	ENSP00000472329
ENSG00000128016	ENSP00000471239
ENSG00000128016	ENSP00000470200
ENSG00000164347	ENSP00000296805
ENSG00000164347	ENSP00000296804
ENSG00000164347	ENSP00000427004
ENSG00000164347	ENSP00000405808
ENSG00000164347	ENSP00000421717
ENSG00000164347	ENSP00000424877
ENSG00000205944	ENSP00000371887
ENSG00000205944	ENSP00000371877
ENSG00000205944	ENSP00000371870
ENSG00000205944	ENSP00000371743
ENSG00000205944	ENSP00000371731
ENSG00000205944	ENSP00000371861
ENSG00000205944	ENSP00000414113
ENSG00000205944	ENSP00000371868
ENSG00000205944	ENSP00000383340
ENSG00000181513	ENSP00000465610
ENSG00000181513	ENSP00000465484
ENSG00000181513	ENSP00000381367
ENSG00000181513	ENSP00000466305
ENSG00000181513	ENSP00000366154
ENSG00000181513	ENSP00000314440
ENSG00000181513	ENSP00000466505
ENSG00000181513	ENSP00000405969
ENSG00000181513	ENSP00000482750
ENSG00000104312	ENSP00000220751
ENSG00000104312	ENSP00000429271
ENSG00000104312	ENSP00000427736
ENSG00000205758	ENSP00000370966
ENSG00000205758	ENSP00000290244
ENSG00000205758	ENSP00000370951
ENSG00000205758	ENSP00000413513
ENSG00000205758	ENSP00000397318
ENSG00000205758	ENSP00000399730
ENSG00000205758	ENSP00000406423
ENSG00000205758	ENSP00000355075
ENSG00000205758	ENSP00000399937
ENSG00000205758	ENSP00000416315
ENSG00000205758	ENSP00000412087
ENSG00000205758	ENSP00000409387
ENSG00000205758	ENSP00000387660
ENSG00000205758	ENSP00000405510
ENSG00000205758	ENSP00000402844
ENSG00000205758	ENSP00000389209
ENSG00000205758	ENSP00000408385
ENSG00000205758	ENSP00000382371
ENSG00000274665	ENSP00000486144
ENSG00000274665	ENSP00000480913
ENSG00000274665	ENSP00000487426
ENSG00000274665	ENSP00000485850
ENSG00000274665	ENSP00000487336
ENSG00000013392	ENSP00000358739
ENSG00000122507	ENSP00000415794
ENSG00000122507	ENSP00000242067
ENSG00000122507	ENSP00000313122
ENSG00000122507	ENSP00000379433
ENSG00000122507	ENSP00000347182
ENSG00000122507	ENSP00000412159
ENSG00000122507	ENSP00000388646
ENSG00000122507	ENSP00000388114
ENSG00000122507	ENSP00000485871
ENSG00000122507	ENSP00000405151
ENSG00000108839	ENSP00000251535
ENSG00000108839	ENSP00000467033
ENSG00000272916	ENSP00000475031
ENSG00000272916	ENSP00000476336
ENSG00000049656	ENSP00000313854
ENSG00000049656	ENSP00000423321
ENSG00000049656	ENSP00000485923
ENSG00000078814	ENSP00000262873
ENSG00000078814	ENSP00000395858
ENSG00000078814	ENSP00000409103
ENSG00000078814	ENSP00000391939
ENSG00000078814	ENSP00000412594
ENSG00000078814	ENSP00000396368
ENSG00000078814	ENSP00000483640
ENSG00000173208	ENSP00000310688
ENSG00000168939	ENSP00000302978
ENSG00000197724	ENSP00000352185
ENSG00000197724	ENSP00000479936
ENSG00000197724	ENSP00000364525
ENSG00000277808	ENSP00000481252
ENSG00000106299	ENSP00000223023
ENSG00000143110	ENSP00000344218
ENSG00000143110	ENSP00000358732
ENSG00000206406	ENSP00000382984
ENSG00000206406	ENSP00000372925
ENSG00000206406	ENSP00000372923
ENSG00000206406	ENSP00000372919
ENSG00000206406	ENSP00000382980
ENSG00000206406	ENSP00000477593
ENSG00000206406	ENSP00000483317
ENSG00000206406	ENSP00000478364
ENSG00000181392	ENSP00000380572
ENSG00000181392	ENSP00000425550
ENSG00000181392	ENSP00000343152
ENSG00000181392	ENSP00000316130
ENSG00000181392	ENSP00000422716
ENSG00000197905	ENSP00000351184
ENSG00000197905	ENSP00000438960
ENSG00000197905	ENSP00000438453
ENSG00000197905	ENSP00000352926
ENSG00000197905	ENSP00000444528
ENSG00000197905	ENSP00000380311
ENSG00000197905	ENSP00000411475
ENSG00000197905	ENSP00000441959
ENSG00000183258	ENSP00000330349
ENSG00000183258	ENSP00000422753
ENSG00000183258	ENSP00000421460
ENSG00000183258	ENSP00000425739
ENSG00000183258	ENSP00000426330
ENSG00000183258	ENSP00000427082
ENSG00000183258	ENSP00000487280
ENSG00000183258	ENSP00000486367
ENSG00000167904	ENSP00000428318
ENSG00000167904	ENSP00000395204
ENSG00000167904	ENSP00000335416
ENSG00000167904	ENSP00000428688
ENSG00000167904	ENSP00000431018
ENSG00000167904	ENSP00000429026
ENSG00000167904	ENSP00000429667
ENSG00000167904	ENSP00000430542
ENSG00000167904	ENSP00000428236
ENSG00000167904	ENSP00000430838
ENSG00000167904	ENSP00000429175
ENSG00000167904	ENSP00000429758
ENSG00000167904	ENSP00000429210
ENSG00000167904	ENSP00000431047
ENSG00000167904	ENSP00000427939
ENSG00000167904	ENSP00000478242
ENSG00000167904	ENSP00000481143
ENSG00000172671	ENSP00000339484
ENSG00000172671	ENSP00000363491
ENSG00000172671	ENSP00000434854
ENSG00000172671	ENSP00000477595
ENSG00000172671	ENSP00000363486
ENSG00000120647	ENSP00000440554
ENSG00000120647	ENSP00000443209
ENSG00000120647	ENSP00000445873
ENSG00000120647	ENSP00000239830
ENSG00000120647	ENSP00000412925
ENSG00000120647	ENSP00000391870
ENSG00000133805	ENSP00000432707
ENSG00000133805	ENSP00000379802
ENSG00000133805	ENSP00000433284
ENSG00000133805	ENSP00000433937
ENSG00000133805	ENSP00000379801
ENSG00000133805	ENSP00000435382
ENSG00000133805	ENSP00000436987
ENSG00000133805	ENSP00000431648
ENSG00000133805	ENSP00000433351
ENSG00000133805	ENSP00000434608
ENSG00000133805	ENSP00000396000
ENSG00000124092	ENSP00000415579
ENSG00000124092	ENSP00000476783
ENSG00000124092	ENSP00000476398
ENSG00000124092	ENSP00000415329
ENSG00000124092	ENSP00000243914
ENSG00000124092	ENSP00000360239
ENSG00000124092	ENSP00000477488
ENSG00000124092	ENSP00000403369
ENSG00000124092	ENSP00000413713
ENSG00000124092	ENSP00000437999
ENSG00000124092	ENSP00000392034
ENSG00000124092	ENSP00000409344
ENSG00000124092	ENSP00000439998
ENSG00000124092	ENSP00000476718
ENSG00000124092	ENSP00000399061
ENSG00000124092	ENSP00000476458
ENSG00000124092	ENSP00000477412
ENSG00000124092	ENSP00000477165
ENSG00000124092	ENSP00000476577
ENSG00000176956	ENSP00000409899
ENSG00000176956	ENSP00000342711
ENSG00000176956	ENSP00000399485
ENSG00000176956	ENSP00000480084
ENSG00000182162	ENSP00000370697
ENSG00000112343	ENSP00000349596
ENSG00000198646	ENSP00000486894
ENSG00000198646	ENSP00000363929
ENSG00000198646	ENSP00000351894
ENSG00000198646	ENSP00000481177
ENSG00000198646	ENSP00000481935
ENSG00000267706	ENSP00000467419
ENSG00000238203	ENSP00000406943
ENSG00000273777	ENSP00000480940
ENSG00000273777	ENSP00000481812
ENSG00000273777	ENSP00000482943
ENSG00000273777	ENSP00000481937
ENSG00000273777	ENSP00000483912
ENSG00000273777	ENSP00000483639
ENSG00000240247	ENSP00000372136
ENSG00000240247	ENSP00000443526
ENSG00000197309	ENSP00000323895
ENSG00000239285	ENSP00000372921
ENSG00000239285	ENSP00000418445
ENSG00000018699	ENSP00000393327
ENSG00000018699	ENSP00000313953
ENSG00000018699	ENSP00000392883
ENSG00000018699	ENSP00000409230
ENSG00000018699	ENSP00000410642
ENSG00000018699	ENSP00000398820
ENSG00000170426	ENSP00000293502
ENSG00000127586	ENSP00000262315
ENSG00000127586	ENSP00000456998
ENSG00000127586	ENSP00000406252
ENSG00000127586	ENSP00000399111
ENSG00000127586	ENSP00000412015
ENSG00000127586	ENSP00000454679
ENSG00000127586	ENSP00000486314
ENSG00000127586	ENSP00000313029
ENSG00000175445	ENSP00000428496
ENSG00000175445	ENSP00000428237
ENSG00000175445	ENSP00000428557
ENSG00000175445	ENSP00000309757
ENSG00000175445	ENSP00000431028
ENSG00000153037	ENSP00000424870
ENSG00000153037	ENSP00000282999
ENSG00000153037	ENSP00000425562
ENSG00000153037	ENSP00000482018
ENSG00000153037	ENSP00000480521
ENSG00000170477	ENSP00000448220
ENSG00000170477	ENSP00000449755
ENSG00000170477	ENSP00000447320
ENSG00000168556	ENSP00000307183
ENSG00000168556	ENSP00000410291
ENSG00000278247	ENSP00000482864
ENSG00000188542	ENSP00000385885
ENSG00000188542	ENSP00000403899
ENSG00000188542	ENSP00000344235
ENSG00000183336	ENSP00000482868
ENSG00000183336	ENSP00000331127
ENSG00000105173	ENSP00000262643
ENSG00000105173	ENSP00000459024
ENSG00000105173	ENSP00000410179
ENSG00000105173	ENSP00000460881
ENSG00000105173	ENSP00000350625
ENSG00000266200	ENSP00000463502
ENSG00000266200	ENSP00000480815
ENSG00000266200	ENSP00000468117
ENSG00000179915	ENSP00000485887
ENSG00000179915	ENSP00000384311
ENSG00000179915	ENSP00000489258
ENSG00000179915	ENSP00000396738
ENSG00000179915	ENSP00000385142
ENSG00000179915	ENSP00000341184
ENSG00000179915	ENSP00000367510
ENSG00000179915	ENSP00000385580
ENSG00000179915	ENSP00000385017
ENSG00000179915	ENSP00000486993
ENSG00000179915	ENSP00000485815
ENSG00000179915	ENSP00000434015
ENSG00000179915	ENSP00000486879
ENSG00000179915	ENSP00000489573
ENSG00000179915	ENSP00000486253
ENSG00000179915	ENSP00000486185
ENSG00000179915	ENSP00000485723
ENSG00000179915	ENSP00000486544
ENSG00000179915	ENSP00000489108
ENSG00000179915	ENSP00000487268
ENSG00000179915	ENSP00000385310
ENSG00000179915	ENSP00000485912
ENSG00000179915	ENSP00000487165
ENSG00000179915	ENSP00000483634
ENSG00000179915	ENSP00000385681
ENSG00000179915	ENSP00000385434
ENSG00000181433	ENSP00000359743
ENSG00000181433	ENSP00000323191
ENSG00000181433	ENSP00000438276
ENSG00000073737	ENSP00000473337
ENSG00000073737	ENSP00000350154
ENSG00000073737	ENSP00000388564
ENSG00000073737	ENSP00000391214
ENSG00000073737	ENSP00000388066
ENSG00000073737	ENSP00000407167
ENSG00000073737	ENSP00000407747
ENSG00000073737	ENSP00000389241
ENSG00000122884	ENSP00000378353
ENSG00000122884	ENSP00000414464
ENSG00000122884	ENSP00000263556
ENSG00000122884	ENSP00000307318
ENSG00000122884	ENSP00000362099
ENSG00000158710	ENSP00000357076
ENSG00000158710	ENSP00000357077
ENSG00000158710	ENSP00000357075
ENSG00000158710	ENSP00000412429
ENSG00000107341	ENSP00000263228
ENSG00000139734	ENSP00000383178
ENSG00000139734	ENSP00000367141
ENSG00000139734	ENSP00000383173
ENSG00000139734	ENSP00000383174
ENSG00000139734	ENSP00000267215
ENSG00000139734	ENSP00000478137
ENSG00000139734	ENSP00000479091
ENSG00000140497	ENSP00000268099
ENSG00000140497	ENSP00000455377
ENSG00000140497	ENSP00000455963
ENSG00000140497	ENSP00000454741
ENSG00000140497	ENSP00000454464
ENSG00000140497	ENSP00000457890
ENSG00000140497	ENSP00000457564
ENSG00000273575	ENSP00000484019
ENSG00000273575	ENSP00000484890
ENSG00000273575	ENSP00000477984
ENSG00000273575	ENSP00000479000
ENSG00000273575	ENSP00000484815
ENSG00000113971	ENSP00000419907
ENSG00000113971	ENSP00000427666
ENSG00000113971	ENSP00000338766
ENSG00000113971	ENSP00000418664
ENSG00000046651	ENSP00000344314
ENSG00000046651	ENSP00000369941
ENSG00000046651	ENSP00000369923
ENSG00000046651	ENSP00000381432
ENSG00000151287	ENSP00000365195
ENSG00000151287	ENSP00000365187
ENSG00000151287	ENSP00000365190
ENSG00000151287	ENSP00000365189
ENSG00000151287	ENSP00000365200
ENSG00000151287	ENSP00000365197
ENSG00000003096	ENSP00000360949
ENSG00000003096	ENSP00000360943
ENSG00000003096	ENSP00000360945
ENSG00000003096	ENSP00000412640
ENSG00000003096	ENSP00000419803
ENSG00000003096	ENSP00000393807
ENSG00000003096	ENSP00000440707
ENSG00000003096	ENSP00000443191
ENSG00000003096	ENSP00000262820
ENSG00000003096	ENSP00000441029
ENSG00000003096	ENSP00000444450
ENSG00000184047	ENSP00000320343
ENSG00000184047	ENSP00000398495
ENSG00000184047	ENSP00000442360
ENSG00000184047	ENSP00000339963
ENSG00000184047	ENSP00000267169
ENSG00000184047	ENSP00000390818
ENSG00000184047	ENSP00000440971
ENSG00000184047	ENSP00000442669
ENSG00000184047	ENSP00000441139
ENSG00000184047	ENSP00000440653
ENSG00000184047	ENSP00000390103
ENSG00000184047	ENSP00000438710
ENSG00000184047	ENSP00000411638
ENSG00000161395	ENSP00000463234
ENSG00000161395	ENSP00000300658
ENSG00000161395	ENSP00000367250
ENSG00000161395	ENSP00000415765
ENSG00000161395	ENSP00000464308
ENSG00000161395	ENSP00000463011
ENSG00000161395	ENSP00000463785
ENSG00000161395	ENSP00000480165
ENSG00000161395	ENSP00000478028
ENSG00000038295	ENSP00000061240
ENSG00000038295	ENSP00000422692
ENSG00000038295	ENSP00000426082
ENSG00000038295	ENSP00000421732
ENSG00000038295	ENSP00000422937
ENSG00000038295	ENSP00000423748
ENSG00000242173	ENSP00000408037
ENSG00000242173	ENSP00000397395
ENSG00000242173	ENSP00000404435
ENSG00000242173	ENSP00000219409
ENSG00000242173	ENSP00000410541
ENSG00000130701	ENSP00000252998
ENSG00000168661	ENSP00000303889
ENSG00000168661	ENSP00000476813
ENSG00000168661	ENSP00000470094
ENSG00000168661	ENSP00000469954
ENSG00000168661	ENSP00000403441
ENSG00000126351	ENSP00000462955
ENSG00000126351	ENSP00000464123
ENSG00000126351	ENSP00000377679
ENSG00000126351	ENSP00000463466
ENSG00000126351	ENSP00000264637
ENSG00000126351	ENSP00000395641
ENSG00000126351	ENSP00000443972
ENSG00000126351	ENSP00000464414
ENSG00000126351	ENSP00000464013
ENSG00000176225	ENSP00000255674
ENSG00000176225	ENSP00000462675
ENSG00000176225	ENSP00000462733
ENSG00000176225	ENSP00000462926
ENSG00000254413	ENSP00000457031
ENSG00000231641	ENSP00000389386
ENSG00000231641	ENSP00000405710
ENSG00000231641	ENSP00000403765
ENSG00000231641	ENSP00000400655
ENSG00000231641	ENSP00000407876
ENSG00000231641	ENSP00000416737
ENSG00000231641	ENSP00000394371
ENSG00000111254	ENSP00000440994
ENSG00000111254	ENSP00000442376
ENSG00000111254	ENSP00000439382
ENSG00000111254	ENSP00000228850
ENSG00000225312	ENSP00000413950
ENSG00000187754	ENSP00000298181
ENSG00000226372	ENSP00000405222
ENSG00000094880	ENSP00000378348
ENSG00000094880	ENSP00000423704
ENSG00000094880	ENSP00000422902
ENSG00000094880	ENSP00000422505
ENSG00000094880	ENSP00000378350
ENSG00000140199	ENSP00000290209
ENSG00000140199	ENSP00000380819
ENSG00000140199	ENSP00000454168
ENSG00000140199	ENSP00000346112
ENSG00000140199	ENSP00000452904
ENSG00000140199	ENSP00000387725
ENSG00000140199	ENSP00000453702
ENSG00000140199	ENSP00000380814
ENSG00000140199	ENSP00000452705
ENSG00000140199	ENSP00000454069
ENSG00000140199	ENSP00000453473
ENSG00000140199	ENSP00000452776
ENSG00000140199	ENSP00000454037
ENSG00000140199	ENSP00000452771
ENSG00000140199	ENSP00000452828
ENSG00000140199	ENSP00000452857
ENSG00000276572	ENSP00000478410
ENSG00000122966	ENSP00000376306
ENSG00000122966	ENSP00000261833
ENSG00000122966	ENSP00000376305
ENSG00000122966	ENSP00000443199
ENSG00000122966	ENSP00000446105
ENSG00000122966	ENSP00000482318
ENSG00000135052	ENSP00000373364
ENSG00000135052	ENSP00000373363
ENSG00000135052	ENSP00000417504
ENSG00000135052	ENSP00000419076
ENSG00000135052	ENSP00000418155
ENSG00000183091	ENSP00000386259
ENSG00000183091	ENSP00000380498
ENSG00000183091	ENSP00000410961
ENSG00000183091	ENSP00000389074
ENSG00000183091	ENSP00000474498
ENSG00000183091	ENSP00000473894
ENSG00000183091	ENSP00000408570
ENSG00000183091	ENSP00000404876
ENSG00000183091	ENSP00000405167
ENSG00000183091	ENSP00000416578
ENSG00000183091	ENSP00000484342
ENSG00000183091	ENSP00000380505
ENSG00000183091	ENSP00000172853
ENSG00000170891	ENSP00000303550
ENSG00000170891	ENSP00000425397
ENSG00000170891	ENSP00000421743
ENSG00000196504	ENSP00000346332
ENSG00000196504	ENSP00000444656
ENSG00000196504	ENSP00000441656
ENSG00000196504	ENSP00000406924
ENSG00000196504	ENSP00000386458
ENSG00000125447	ENSP00000479464
ENSG00000125447	ENSP00000484733
ENSG00000125447	ENSP00000438085
ENSG00000125447	ENSP00000463288
ENSG00000125447	ENSP00000462629
ENSG00000125447	ENSP00000464574
ENSG00000125447	ENSP00000463115
ENSG00000125447	ENSP00000462279
ENSG00000125447	ENSP00000462081
ENSG00000125447	ENSP00000464268
ENSG00000125447	ENSP00000462473
ENSG00000125447	ENSP00000464318
ENSG00000125447	ENSP00000461963
ENSG00000125447	ENSP00000464365
ENSG00000125447	ENSP00000481953
ENSG00000125447	ENSP00000446421
ENSG00000100422	ENSP00000216264
ENSG00000100422	ENSP00000400859
ENSG00000178021	ENSP00000417919
ENSG00000019169	ENSP00000318916
ENSG00000019169	ENSP00000409192
ENSG00000186787	ENSP00000364045
ENSG00000186787	ENSP00000275988
ENSG00000186787	ENSP00000364047
ENSG00000186787	ENSP00000404314
ENSG00000186787	ENSP00000335008
ENSG00000132297	ENSP00000407107
ENSG00000132297	ENSP00000388322
ENSG00000277596	ENSP00000482483
ENSG00000131931	ENSP00000254250
ENSG00000131931	ENSP00000344966
ENSG00000131931	ENSP00000433912
ENSG00000203926	ENSP00000359549
ENSG00000117616	ENSP00000243189
ENSG00000117616	ENSP00000454463
ENSG00000117616	ENSP00000455127
ENSG00000117616	ENSP00000457195
ENSG00000117616	ENSP00000457582
ENSG00000117616	ENSP00000454590
ENSG00000117616	ENSP00000456995
ENSG00000117616	ENSP00000458042
ENSG00000117616	ENSP00000391510
ENSG00000112210	ENSP00000320413
ENSG00000112210	ENSP00000417610
ENSG00000232112	ENSP00000397843
ENSG00000203985	ENSP00000360413
ENSG00000203985	ENSP00000360411
ENSG00000203985	ENSP00000445871
ENSG00000203985	ENSP00000411017
ENSG00000049323	ENSP00000386043
ENSG00000049323	ENSP00000405993
ENSG00000049323	ENSP00000384373
ENSG00000049323	ENSP00000385359
ENSG00000049323	ENSP00000384091
ENSG00000049323	ENSP00000415412
ENSG00000049323	ENSP00000417591
ENSG00000049323	ENSP00000388154
ENSG00000049323	ENSP00000395211
ENSG00000049323	ENSP00000393057
ENSG00000163162	ENSP00000399090
ENSG00000163162	ENSP00000295317
ENSG00000119938	ENSP00000238994
ENSG00000260230	ENSP00000477141
ENSG00000134755	ENSP00000280904
ENSG00000134755	ENSP00000251081
ENSG00000186710	ENSP00000333915
ENSG00000186710	ENSP00000447276
ENSG00000139974	ENSP00000267488
ENSG00000139974	ENSP00000431260
ENSG00000139974	ENSP00000431212
ENSG00000139974	ENSP00000395851
ENSG00000139974	ENSP00000434737
ENSG00000139974	ENSP00000435833
ENSG00000139974	ENSP00000451434
ENSG00000139974	ENSP00000451244
ENSG00000139974	ENSP00000452125
ENSG00000139974	ENSP00000434543
ENSG00000139974	ENSP00000482800
ENSG00000139974	ENSP00000437190
ENSG00000139974	ENSP00000450996
ENSG00000139974	ENSP00000346959
ENSG00000243466	ENSP00000420436
ENSG00000167220	ENSP00000300605
ENSG00000167220	ENSP00000466602
ENSG00000167220	ENSP00000468067
ENSG00000167220	ENSP00000466710
ENSG00000167220	ENSP00000467309
ENSG00000167220	ENSP00000467998
ENSG00000167220	ENSP00000467775
ENSG00000167220	ENSP00000465829
ENSG00000167220	ENSP00000466923
ENSG00000167220	ENSP00000465282
ENSG00000160753	ENSP00000357338
ENSG00000160753	ENSP00000357336
ENSG00000160753	ENSP00000479858
ENSG00000160753	ENSP00000357331
ENSG00000160753	ENSP00000479495
ENSG00000160753	ENSP00000357333
ENSG00000160753	ENSP00000484026
ENSG00000160753	ENSP00000480831
ENSG00000160753	ENSP00000482109
ENSG00000160753	ENSP00000482409
ENSG00000160753	ENSP00000292254
ENSG00000160753	ENSP00000481669
ENSG00000231325	ENSP00000391878
ENSG00000231325	ENSP00000400950
ENSG00000203727	ENSP00000356444
ENSG00000203727	ENSP00000456528
ENSG00000102387	ENSP00000361998
ENSG00000102387	ENSP00000320283
ENSG00000102387	ENSP00000349235
ENSG00000185985	ENSP00000334374
ENSG00000185985	ENSP00000359521
ENSG00000229412	ENSP00000366343
