# Tissue	Gene Ontology	Gene
blood_platelet	GO:0070527	71
blood_platelet	GO:0070527	2243
blood_platelet	GO:0070527	2244
blood_platelet	GO:0070527	2316
blood_platelet	GO:0070527	83706
blood_platelet	GO:0070527	2778
blood_platelet	GO:0070527	2811
blood_platelet	GO:0070527	3315
blood_platelet	GO:0070527	3611
blood_platelet	GO:0070527	3690
blood_platelet	GO:0070527	4627
blood_platelet	GO:0070527	5156
blood_platelet	GO:0070527	5291
blood_platelet	GO:0070527	5341
blood_platelet	GO:0070527	2266
blood_platelet	GO:0070527	5912
blood_platelet	GO:0070527	6812
blood_platelet	GO:0070527	6814
blood_platelet	GO:0070527	7094
blood_platelet	GO:0070527	7414
blood_platelet	GO:0070527	64805
lymphocyte	GO:0002714	8741
lymphocyte	GO:0002714	695
lymphocyte	GO:0002714	718
lymphocyte	GO:0002714	940
lymphocyte	GO:0002714	958
lymphocyte	GO:0002714	5819
lymphocyte	GO:0002714	2208
lymphocyte	GO:0002714	2956
lymphocyte	GO:0002714	3458
lymphocyte	GO:0002714	3565
lymphocyte	GO:0002714	30009
lymphocyte	GO:0002714	6375
lymphocyte	GO:0002714	22976
lymphocyte	GO:0002714	6778
lymphocyte	GO:0002714	7037
lymphocyte	GO:0002714	7040
lymphocyte	GO:0002714	23529
lymphocyte	GO:0002714	7292
lymphocyte	GO:0002714	7374
lymphocyte	GO:0002714	7468
heart	GO:0061384	57493
heart	GO:0061384	655
heart	GO:0061384	657
heart	GO:0061384	1482
heart	GO:0061384	1901
heart	GO:0061384	2022
heart	GO:0061384	10277
heart	GO:0061384	3084
heart	GO:0061384	3516
heart	GO:0061384	4851
heart	GO:0061384	5469
heart	GO:0061384	55636
heart	GO:0061384	6654
heart	GO:0061384	7049
heart	GO:0061384	7046
heart	GO:0002026	148
heart	GO:0002026	153
heart	GO:0002026	156
heart	GO:0002026	476
heart	GO:0002026	477
heart	GO:0002026	488
heart	GO:0002026	133
heart	GO:0002026	817
heart	GO:0002026	1907
heart	GO:0002026	2548
heart	GO:0002026	4624
heart	GO:0002026	4625
heart	GO:0002026	4633
heart	GO:0002026	4634
heart	GO:0002026	4635
heart	GO:0002026	4842
heart	GO:0002026	4846
heart	GO:0002026	6262
heart	GO:0002026	6548
nervous_system	GO:0014014	9682
nervous_system	GO:0014014	1499
nervous_system	GO:0014014	1600
nervous_system	GO:0014014	11221
nervous_system	GO:0014014	1814
nervous_system	GO:0014014	3280
nervous_system	GO:0014014	3398
nervous_system	GO:0014014	3400
nervous_system	GO:0014014	4613
nervous_system	GO:0014014	4763
nervous_system	GO:0014014	4851
nervous_system	GO:0014014	4916
nervous_system	GO:0014014	29956
nervous_system	GO:0014014	5764
nervous_system	GO:0014014	6497
nervous_system	GO:0014014	22933
nervous_system	GO:0014014	23405
nervous_system	GO:0014014	7101
nervous_system	GO:0014014	6664
muscle	GO:0055001	58
muscle	GO:0055001	88
muscle	GO:0055001	8312
muscle	GO:0055001	8557
muscle	GO:0055001	859
muscle	GO:0055001	891
muscle	GO:0055001	983
muscle	GO:0055001	1140
muscle	GO:0055001	9794
muscle	GO:0055001	1756
muscle	GO:0055001	2022
muscle	GO:0055001	2274
muscle	GO:0055001	10939
muscle	GO:0055001	3280
muscle	GO:0055001	3479
muscle	GO:0055001	64754
muscle	GO:0055001	4000
muscle	GO:0055001	4628
muscle	GO:0055001	4629
muscle	GO:0055001	4633
muscle	GO:0055001	4773
muscle	GO:0055001	4851
muscle	GO:0055001	5530
muscle	GO:0055001	6497
muscle	GO:0055001	23028
muscle	GO:0055001	6926
muscle	GO:0055001	7422
muscle	GO:0055001	7480
leukocyte	GO:0002521	57379
leukocyte	GO:0002521	1380
leukocyte	GO:0002521	100
leukocyte	GO:0002521	142
leukocyte	GO:0002521	301
leukocyte	GO:0002521	8563
leukocyte	GO:0002521	399
leukocyte	GO:0002521	8600
leukocyte	GO:0002521	1435
leukocyte	GO:0002521	1437
leukocyte	GO:0002521	139716
leukocyte	GO:0002521	538
leukocyte	GO:0002521	558
leukocyte	GO:0002521	567
leukocyte	GO:0002521	8772
leukocyte	GO:0002521	602
leukocyte	GO:0002521	604
leukocyte	GO:0002521	652
leukocyte	GO:0002521	673
leukocyte	GO:0002521	677
leukocyte	GO:0002521	678
leukocyte	GO:0002521	841
leukocyte	GO:0002521	863
leukocyte	GO:0002521	9093
leukocyte	GO:0002521	915
leukocyte	GO:0002521	920
leukocyte	GO:0002521	925
leukocyte	GO:0002521	940
leukocyte	GO:0002521	942
leukocyte	GO:0002521	959
leukocyte	GO:0002521	973
leukocyte	GO:0002521	974
leukocyte	GO:0002521	998
leukocyte	GO:0002521	1021
leukocyte	GO:0002521	1054
leukocyte	GO:0002521	1236
leukocyte	GO:0002521	1432
leukocyte	GO:0002521	1499
leukocyte	GO:0002521	9759
leukocyte	GO:0002521	149041
leukocyte	GO:0002521	26191
leukocyte	GO:0002521	9846
leukocyte	GO:0002521	9855
leukocyte	GO:0002521	9935
leukocyte	GO:0002521	10014
leukocyte	GO:0002521	1880
leukocyte	GO:0002521	1958
leukocyte	GO:0002521	1969
leukocyte	GO:0002521	51176
leukocyte	GO:0002521	10320
leukocyte	GO:0002521	2185
leukocyte	GO:0002521	133396
leukocyte	GO:0002521	3146
leukocyte	GO:0002521	27086
leukocyte	GO:0002521	27102
leukocyte	GO:0002521	2621
leukocyte	GO:0002521	2623
leukocyte	GO:0002521	10892
leukocyte	GO:0002521	2739
leukocyte	GO:0002521	11035
leukocyte	GO:0002521	3087
leukocyte	GO:0002521	6659
leukocyte	GO:0002521	3398
leukocyte	GO:0002521	3428
leukocyte	GO:0002521	3439
leukocyte	GO:0002521	3440
leukocyte	GO:0002521	3458
leukocyte	GO:0002521	3516
leukocyte	GO:0002521	3558
leukocyte	GO:0002521	3565
leukocyte	GO:0002521	3575
leukocyte	GO:0002521	3586
leukocyte	GO:0002521	3589
leukocyte	GO:0002521	3593
leukocyte	GO:0002521	3600
leukocyte	GO:0002521	3659
leukocyte	GO:0002521	3662
leukocyte	GO:0002521	3688
leukocyte	GO:0002521	3702
leukocyte	GO:0002521	3714
leukocyte	GO:0002521	3718
leukocyte	GO:0002521	3725
leukocyte	GO:0002521	3726
leukocyte	GO:0002521	6095
leukocyte	GO:0002521	10202
leukocyte	GO:0002521	3932
leukocyte	GO:0002521	3956
leukocyte	GO:0002521	3981
leukocyte	GO:0002521	2033
leukocyte	GO:0002521	4055
leukocyte	GO:0002521	4067
leukocyte	GO:0002521	4208
leukocyte	GO:0002521	4318
leukocyte	GO:0002521	28962
leukocyte	GO:0002521	4436
leukocyte	GO:0002521	4627
leukocyte	GO:0002521	2150
leukocyte	GO:0002521	4853
leukocyte	GO:0002521	2207
leukocyte	GO:0002521	5293
leukocyte	GO:0002521	5295
leukocyte	GO:0002521	5316
leukocyte	GO:0002521	5336
leukocyte	GO:0002521	30009
leukocyte	GO:0002521	5452
leukocyte	GO:0002521	5468
leukocyte	GO:0002521	5469
leukocyte	GO:0002521	5532
leukocyte	GO:0002521	5591
leukocyte	GO:0002521	5663
leukocyte	GO:0002521	5771
leukocyte	GO:0002521	5788
leukocyte	GO:0002521	79576
leukocyte	GO:0002521	5896
leukocyte	GO:0002521	5971
leukocyte	GO:0002521	79840
leukocyte	GO:0002521	6194
leukocyte	GO:0002521	161882
leukocyte	GO:0002521	6237
leukocyte	GO:0002521	6363
leukocyte	GO:0002521	55636
leukocyte	GO:0002521	23028
leukocyte	GO:0002521	6688
leukocyte	GO:0002521	23210
leukocyte	GO:0002521	6868
leukocyte	GO:0002521	6886
leukocyte	GO:0002521	6929
leukocyte	GO:0002521	6932
leukocyte	GO:0002521	23411
leukocyte	GO:0002521	7037
leukocyte	GO:0002521	7040
leukocyte	GO:0002521	7048
leukocyte	GO:0002521	56262
leukocyte	GO:0002521	7124
leukocyte	GO:0002521	23529
leukocyte	GO:0002521	7163
leukocyte	GO:0002521	7189
leukocyte	GO:0002521	23598
leukocyte	GO:0002521	7248
leukocyte	GO:0002521	6670
leukocyte	GO:0002521	7409
leukocyte	GO:0002521	7422
leukocyte	GO:0002521	7535
leukocyte	GO:0002521	2625
leukocyte	GO:0002521	6777
leukocyte	GO:0002286	538
leukocyte	GO:0002286	602
leukocyte	GO:0002286	942
leukocyte	GO:0002286	149041
leukocyte	GO:0002286	1880
leukocyte	GO:0002286	51176
leukocyte	GO:0002286	3146
leukocyte	GO:0002286	27086
leukocyte	GO:0002286	3383
leukocyte	GO:0002286	3439
leukocyte	GO:0002286	3440
leukocyte	GO:0002286	3458
leukocyte	GO:0002286	3565
leukocyte	GO:0002286	3593
leukocyte	GO:0002286	3683
leukocyte	GO:0002286	6095
leukocyte	GO:0002286	3936
leukocyte	GO:0002286	2150
leukocyte	GO:0002286	2207
leukocyte	GO:0002286	5663
leukocyte	GO:0002286	5873
leukocyte	GO:0002286	5971
leukocyte	GO:0002286	6194
leukocyte	GO:0002286	7248
leukocyte	GO:0002286	2625
lymphocyte	GO:0045581	301
lymphocyte	GO:0045581	9655
lymphocyte	GO:0045581	604
lymphocyte	GO:0045581	652
lymphocyte	GO:0045581	972
lymphocyte	GO:0045581	1493
lymphocyte	GO:0045581	149041
lymphocyte	GO:0045581	50943
lymphocyte	GO:0045581	1840
lymphocyte	GO:0045581	2064
lymphocyte	GO:0045581	84524
lymphocyte	GO:0045581	3142
lymphocyte	GO:0045581	3146
lymphocyte	GO:0045581	3565
lymphocyte	GO:0045581	3566
lymphocyte	GO:0045581	3659
lymphocyte	GO:0045581	3718
lymphocyte	GO:0045581	5771
lymphocyte	GO:0045581	7292
blood	GO:0007596	10938
blood	GO:0007596	135
blood	GO:0007596	8546
blood	GO:0007596	139818
blood	GO:0007596	8858
blood	GO:0007596	9002
blood	GO:0007596	966
blood	GO:0007596	998
blood	GO:0007596	1277
blood	GO:0007596	1278
blood	GO:0007596	25970
blood	GO:0007596	26258
blood	GO:0007596	9927
blood	GO:0007596	80856
blood	GO:0007596	2147
blood	GO:0007596	2149
blood	GO:0007596	2152
blood	GO:0007596	2153
blood	GO:0007596	2155
blood	GO:0007596	2158
blood	GO:0007596	2160
blood	GO:0007596	2162
blood	GO:0007596	2243
blood	GO:0007596	2244
blood	GO:0007596	10603
blood	GO:0007596	2534
blood	GO:0007596	2623
blood	GO:0007596	2624
blood	GO:0007596	2627
blood	GO:0007596	2768
blood	GO:0007596	2776
blood	GO:0007596	2811
blood	GO:0007596	3043
blood	GO:0007596	3065
blood	GO:0007596	3066
blood	GO:0007596	3439
blood	GO:0007596	3440
blood	GO:0007596	3659
blood	GO:0007596	3690
blood	GO:0007596	3717
blood	GO:0007596	948
blood	GO:0007596	4067
blood	GO:0007596	2150
blood	GO:0007596	2159
blood	GO:0007596	6469
blood	GO:0007596	4778
blood	GO:0007596	30845
blood	GO:0007596	5025
blood	GO:0007596	5027
blood	GO:0007596	2207
blood	GO:0007596	5265
blood	GO:0007596	5340
blood	GO:0007596	2266
blood	GO:0007596	5566
blood	GO:0007596	5568
blood	GO:0007596	5573
blood	GO:0007596	5577
blood	GO:0007596	5624
blood	GO:0007596	5868
blood	GO:0007596	5873
blood	GO:0007596	5879
blood	GO:0007596	5889
blood	GO:0007596	55604
blood	GO:0007596	161882
blood	GO:0007596	23028
blood	GO:0007596	23186
blood	GO:0007596	23348
blood	GO:0007596	23414
blood	GO:0007596	7450
blood	GO:0007596	7454
blood	GO:0007596	2625
blood	GO:0007596	2626
blood	GO:0007596	89781
nervous_system	GO:0014013	1435
nervous_system	GO:0014013	650
nervous_system	GO:0014013	983
nervous_system	GO:0014013	1385
nervous_system	GO:0014013	9682
nervous_system	GO:0014013	1499
nervous_system	GO:0014013	1600
nervous_system	GO:0014013	7097
nervous_system	GO:0014013	11221
nervous_system	GO:0014013	1880
nervous_system	GO:0014013	2043
nervous_system	GO:0014013	1814
nervous_system	GO:0014013	2119
nervous_system	GO:0014013	2146
nervous_system	GO:0014013	10419
nervous_system	GO:0014013	2475
nervous_system	GO:0014013	27242
nervous_system	GO:0014013	2670
nervous_system	GO:0014013	27339
nervous_system	GO:0014013	6469
nervous_system	GO:0014013	3065
nervous_system	GO:0014013	3066
nervous_system	GO:0014013	3280
nervous_system	GO:0014013	3398
nervous_system	GO:0014013	3400
nervous_system	GO:0014013	3572
nervous_system	GO:0014013	4613
nervous_system	GO:0014013	4763
nervous_system	GO:0014013	4771
nervous_system	GO:0014013	4851
nervous_system	GO:0014013	4916
nervous_system	GO:0014013	29956
nervous_system	GO:0014013	5584
nervous_system	GO:0014013	5764
nervous_system	GO:0014013	5803
nervous_system	GO:0014013	5970
nervous_system	GO:0014013	6009
nervous_system	GO:0014013	30812
nervous_system	GO:0014013	6497
nervous_system	GO:0014013	22933
nervous_system	GO:0014013	6663
nervous_system	GO:0014013	23376
nervous_system	GO:0014013	23405
nervous_system	GO:0014013	7101
nervous_system	GO:0014013	7161
nervous_system	GO:0014013	6664
nervous_system	GO:0014013	64805
nervous_system	GO:0014013	7852
blood	GO:0001525	14
blood	GO:0001525	182
blood	GO:0001525	283
blood	GO:0001525	302
blood	GO:0001525	388
blood	GO:0001525	506
blood	GO:0001525	8751
blood	GO:0001525	652
blood	GO:0001525	889
blood	GO:0001525	27035
blood	GO:0001525	947
blood	GO:0001525	998
blood	GO:0001525	1012
blood	GO:0001525	7010
blood	GO:0001525	58495
blood	GO:0001525	9451
blood	GO:0001525	9464
blood	GO:0001525	25865
blood	GO:0001525	1295
blood	GO:0001525	7045
blood	GO:0001525	84870
blood	GO:0001525	25932
blood	GO:0001525	1432
blood	GO:0001525	1464
blood	GO:0001525	1490
blood	GO:0001525	27329
blood	GO:0001525	5743
blood	GO:0001525	284
blood	GO:0001525	83700
blood	GO:0001525	1901
blood	GO:0001525	1942
blood	GO:0001525	1950
blood	GO:0001525	10163
blood	GO:0001525	51176
blood	GO:0001525	2034
blood	GO:0001525	2047
blood	GO:0001525	2069
blood	GO:0001525	2113
blood	GO:0001525	2185
blood	GO:0001525	51378
blood	GO:0001525	10451
blood	GO:0001525	2321
blood	GO:0001525	2335
blood	GO:0001525	51752
blood	GO:0001525	1545
blood	GO:0001525	2683
blood	GO:0001525	2702
blood	GO:0001525	10908
blood	GO:0001525	2277
blood	GO:0001525	2876
blood	GO:0001525	3091
blood	GO:0001525	3162
blood	GO:0001525	1893
blood	GO:0001525	3213
blood	GO:0001525	3273
blood	GO:0001525	3339
blood	GO:0001525	3491
blood	GO:0001525	3516
blood	GO:0001525	3576
blood	GO:0001525	3606
blood	GO:0001525	3678
blood	GO:0001525	3685
blood	GO:0001525	3690
blood	GO:0001525	3725
blood	GO:0001525	3791
blood	GO:0001525	6095
blood	GO:0001525	8829
blood	GO:0001525	2004
blood	GO:0001525	93974
blood	GO:0001525	3911
blood	GO:0001525	3397
blood	GO:0001525	2049
blood	GO:0001525	4211
blood	GO:0001525	4240
blood	GO:0001525	4313
blood	GO:0001525	29072
blood	GO:0001525	51162
blood	GO:0001525	4627
blood	GO:0001525	4691
blood	GO:0001525	4846
blood	GO:0001525	4851
blood	GO:0001525	51330
blood	GO:0001525	9990
blood	GO:0001525	5140
blood	GO:0001525	5154
blood	GO:0001525	5156
blood	GO:0001525	54345
blood	GO:0001525	5228
blood	GO:0001525	5290
blood	GO:0001525	5291
blood	GO:0001525	5316
blood	GO:0001525	5333
blood	GO:0001525	5469
blood	GO:0001525	5578
blood	GO:0001525	5587
blood	GO:0001525	153090
blood	GO:0001525	5728
blood	GO:0001525	5747
blood	GO:0001525	5054
blood	GO:0001525	55109
blood	GO:0001525	6278
blood	GO:0001525	6303
blood	GO:0001525	6347
blood	GO:0001525	6376
blood	GO:0001525	9255
blood	GO:0001525	55576
blood	GO:0001525	80155
blood	GO:0001525	6461
blood	GO:0001525	6464
blood	GO:0001525	55742
blood	GO:0001525	6722
blood	GO:0001525	6733
blood	GO:0001525	23129
blood	GO:0001525	23210
blood	GO:0001525	6850
blood	GO:0001525	6886
blood	GO:0001525	23411
blood	GO:0001525	7046
blood	GO:0001525	80781
blood	GO:0001525	7057
blood	GO:0001525	7070
blood	GO:0001525	7075
blood	GO:0001525	23509
blood	GO:0001525	7342
blood	GO:0001525	7410
blood	GO:0001525	7422
blood	GO:0001525	7423
blood	GO:0001525	7453
blood	GO:0001525	7494
blood	GO:0001525	7716
blood	GO:0001525	56913
blood	GO:0001525	57007
blood	GO:0001525	7857
natural_killer_cell	GO:0090092	10272
natural_killer_cell	GO:0090092	90
natural_killer_cell	GO:0090092	91
natural_killer_cell	GO:0090092	92
natural_killer_cell	GO:0090092	4221
natural_killer_cell	GO:0090092	10370
natural_killer_cell	GO:0090092	2280
natural_killer_cell	GO:0090092	6386
natural_killer_cell	GO:0090092	331
natural_killer_cell	GO:0090092	6497
natural_killer_cell	GO:0090092	3491
natural_killer_cell	GO:0090092	10755
natural_killer_cell	GO:0090092	6794
natural_killer_cell	GO:0090092	657
natural_killer_cell	GO:0090092	659
natural_killer_cell	GO:0090092	6868
natural_killer_cell	GO:0090092	4851
natural_killer_cell	GO:0090092	23411
natural_killer_cell	GO:0090092	7040
natural_killer_cell	GO:0090092	7046
natural_killer_cell	GO:0090092	7048
natural_killer_cell	GO:0090092	7057
natural_killer_cell	GO:0090092	1030
natural_killer_cell	GO:0090092	2626
natural_killer_cell	GO:0090092	3611
natural_killer_cell	GO:0090092	5300
natural_killer_cell	GO:0090092	3280
natural_killer_cell	GO:0090092	23770
natural_killer_cell	GO:0090092	3309
natural_killer_cell	GO:0090092	7043
natural_killer_cell	GO:0090092	5494
natural_killer_cell	GO:0090092	3516
natural_killer_cell	GO:0090092	3624
natural_killer_cell	GO:0090092	3675
natural_killer_cell	GO:0090092	652
natural_killer_cell	GO:0090092	28996
natural_killer_cell	GO:0090092	2022
natural_killer_cell	GO:0090092	50515
natural_killer_cell	GO:0090092	4087
natural_killer_cell	GO:0090092	4088
natural_killer_cell	GO:0090092	4089
natural_killer_cell	GO:0090092	4091
natural_killer_cell	GO:0090092	4092
nervous_system	GO:0001843	8289
nervous_system	GO:0001843	8323
nervous_system	GO:0001843	133
nervous_system	GO:0001843	8463
nervous_system	GO:0001843	317
nervous_system	GO:0001843	585
nervous_system	GO:0001843	652
nervous_system	GO:0001843	8915
nervous_system	GO:0001843	9585
nervous_system	GO:0001843	10959
nervous_system	GO:0001843	9968
nervous_system	GO:0001843	1856
nervous_system	GO:0001843	10395
nervous_system	GO:0001843	10522
nervous_system	GO:0001843	51684
nervous_system	GO:0001843	2648
nervous_system	GO:0001843	9620
nervous_system	GO:0001843	2909
nervous_system	GO:0001843	4040
nervous_system	GO:0001843	29072
nervous_system	GO:0001843	144165
nervous_system	GO:0001843	5076
nervous_system	GO:0001843	5566
nervous_system	GO:0001843	5727
nervous_system	GO:0001843	54903
nervous_system	GO:0001843	54910
nervous_system	GO:0001843	5898
nervous_system	GO:0001843	5914
nervous_system	GO:0001843	5916
nervous_system	GO:0001843	55081
nervous_system	GO:0001843	6497
nervous_system	GO:0001843	7040
nervous_system	GO:0001843	7042
nervous_system	GO:0001843	23513
nervous_system	GO:0001843	7189
nervous_system	GO:0001843	7248
nervous_system	GO:0001843	7249
nervous_system	GO:0001843	23654
nervous_system	GO:0001843	7408
nervous_system	GO:0001843	7976
nervous_system	GO:0001843	57216
nervous_system	GO:0001843	8092
blood	GO:0030168	8525
blood	GO:0030168	387
blood	GO:0030168	388
blood	GO:0030168	391
blood	GO:0030168	409
blood	GO:0030168	558
blood	GO:0030168	9002
blood	GO:0030168	928
blood	GO:0030168	958
blood	GO:0030168	959
blood	GO:0030168	207
blood	GO:0030168	1277
blood	GO:0030168	1278
blood	GO:0030168	8527
blood	GO:0030168	2147
blood	GO:0030168	2149
blood	GO:0030168	2153
blood	GO:0030168	10451
blood	GO:0030168	2316
blood	GO:0030168	408
blood	GO:0030168	27040
blood	GO:0030168	10672
blood	GO:0030168	2534
blood	GO:0030168	2621
blood	GO:0030168	2768
blood	GO:0030168	2769
blood	GO:0030168	2776
blood	GO:0030168	2782
blood	GO:0030168	2811
blood	GO:0030168	340205
blood	GO:0030168	3273
blood	GO:0030168	3569
blood	GO:0030168	3690
blood	GO:0030168	3708
blood	GO:0030168	3709
blood	GO:0030168	3710
blood	GO:0030168	3932
blood	GO:0030168	3937
blood	GO:0030168	4067
blood	GO:0030168	2207
blood	GO:0030168	5170
blood	GO:0030168	5196
blood	GO:0030168	160851
blood	GO:0030168	5290
blood	GO:0030168	5291
blood	GO:0030168	5295
blood	GO:0030168	5336
blood	GO:0030168	5578
blood	GO:0030168	5579
blood	GO:0030168	5580
blood	GO:0030168	5581
blood	GO:0030168	5588
blood	GO:0030168	5594
blood	GO:0030168	5595
blood	GO:0030168	5777
blood	GO:0030168	5781
blood	GO:0030168	5879
blood	GO:0030168	5880
blood	GO:0030168	5894
blood	GO:0030168	5912
blood	GO:0030168	2767
blood	GO:0030168	6288
blood	GO:0030168	6714
blood	GO:0030168	6722
blood	GO:0030168	6850
blood	GO:0030168	7225
blood	GO:0030168	7409
blood	GO:0030168	7410
blood	GO:0030168	7450
muscle	GO:0048636	1385
muscle	GO:0048636	406
muscle	GO:0048636	652
muscle	GO:0048636	657
muscle	GO:0048636	891
muscle	GO:0048636	9099
muscle	GO:0048636	983
muscle	GO:0048636	1432
muscle	GO:0048636	1499
muscle	GO:0048636	1906
muscle	GO:0048636	2065
muscle	GO:0048636	2247
muscle	GO:0048636	2260
muscle	GO:0048636	3156
muscle	GO:0048636	3479
muscle	GO:0048636	1948
muscle	GO:0048636	3516
muscle	GO:0048636	93649
muscle	GO:0048636	28514
muscle	GO:0048636	4208
muscle	GO:0048636	4618
muscle	GO:0048636	4851
muscle	GO:0048636	4534
muscle	GO:0048636	5300
muscle	GO:0048636	5562
muscle	GO:0048636	6198
muscle	GO:0048636	23414
muscle	GO:0048636	7040
muscle	GO:0048636	7472
muscle	GO:0048636	7919
blood_vessel	GO:0045766	204851
blood_vessel	GO:0045766	94
blood_vessel	GO:0045766	239
blood_vessel	GO:0045766	285
blood_vessel	GO:0045766	306
blood_vessel	GO:0045766	388
blood_vessel	GO:0045766	672
blood_vessel	GO:0045766	694
blood_vessel	GO:0045766	718
blood_vessel	GO:0045766	728
blood_vessel	GO:0045766	861
blood_vessel	GO:0045766	947
blood_vessel	GO:0045766	1545
blood_vessel	GO:0045766	1232
blood_vessel	GO:0045766	25865
blood_vessel	GO:0045766	1512
blood_vessel	GO:0045766	1524
blood_vessel	GO:0045766	5743
blood_vessel	GO:0045766	1893
blood_vessel	GO:0045766	2022
blood_vessel	GO:0045766	92140
blood_vessel	GO:0045766	2113
blood_vessel	GO:0045766	2152
blood_vessel	GO:0045766	2185
blood_vessel	GO:0045766	51378
blood_vessel	GO:0045766	2321
blood_vessel	GO:0045766	51564
blood_vessel	GO:0045766	51752
blood_vessel	GO:0045766	2624
blood_vessel	GO:0045766	3082
blood_vessel	GO:0045766	3091
blood_vessel	GO:0045766	3162
blood_vessel	GO:0045766	3315
blood_vessel	GO:0045766	3579
blood_vessel	GO:0045766	3716
blood_vessel	GO:0045766	28996
blood_vessel	GO:0045766	4780
blood_vessel	GO:0045766	4846
blood_vessel	GO:0045766	5228
blood_vessel	GO:0045766	5335
blood_vessel	GO:0045766	2277
blood_vessel	GO:0045766	5578
blood_vessel	GO:0045766	5587
blood_vessel	GO:0045766	5054
blood_vessel	GO:0045766	55109
blood_vessel	GO:0045766	6237
blood_vessel	GO:0045766	6376
blood_vessel	GO:0045766	6915
blood_vessel	GO:0045766	23411
blood_vessel	GO:0045766	7048
blood_vessel	GO:0045766	7057
blood_vessel	GO:0045766	7422
blood_vessel	GO:0045766	7494
blood_vessel	GO:0045766	2626
muscle	GO:0055008	70
muscle	GO:0055008	8557
muscle	GO:0055008	650
muscle	GO:0055008	657
muscle	GO:0055008	8928
muscle	GO:0055008	9241
muscle	GO:0055008	1832
muscle	GO:0055008	2022
muscle	GO:0055008	10277
muscle	GO:0055008	2296
muscle	GO:0055008	85366
muscle	GO:0055008	3516
muscle	GO:0055008	4089
muscle	GO:0055008	4092
muscle	GO:0055008	4625
muscle	GO:0055008	4633
muscle	GO:0055008	4634
muscle	GO:0055008	4851
muscle	GO:0055008	54583
muscle	GO:0055008	5469
muscle	GO:0055008	2280
muscle	GO:0055008	161882
muscle	GO:0055008	6256
muscle	GO:0055008	55636
muscle	GO:0055008	23414
muscle	GO:0055008	7040
muscle	GO:0055008	7046
muscle	GO:0055008	7137
muscle	GO:0055008	7139
muscle	GO:0055008	7168
muscle	GO:0055008	7472
natural_killer_cell	GO:0007219	102
natural_killer_cell	GO:0007219	51378
natural_killer_cell	GO:0007219	182
natural_killer_cell	GO:0007219	57534
natural_killer_cell	GO:0007219	351
natural_killer_cell	GO:0007219	6591
natural_killer_cell	GO:0007219	4609
natural_killer_cell	GO:0007219	6868
natural_killer_cell	GO:0007219	4851
natural_killer_cell	GO:0007219	4853
natural_killer_cell	GO:0007219	7040
natural_killer_cell	GO:0007219	7048
natural_killer_cell	GO:0007219	1027
natural_killer_cell	GO:0007219	3280
natural_killer_cell	GO:0007219	142678
natural_killer_cell	GO:0007219	3516
natural_killer_cell	GO:0007219	5663
natural_killer_cell	GO:0007219	5664
natural_killer_cell	GO:0007219	3714
natural_killer_cell	GO:0007219	79576
natural_killer_cell	GO:0007219	83737
natural_killer_cell	GO:0007219	1840
natural_killer_cell	GO:0007219	2033
embryo	GO:0043009	2736
embryo	GO:0043009	90
embryo	GO:0043009	91
embryo	GO:0043009	102
embryo	GO:0043009	118
embryo	GO:0043009	57534
embryo	GO:0043009	8451
embryo	GO:0043009	284
embryo	GO:0043009	320
embryo	GO:0043009	57680
embryo	GO:0043009	8531
embryo	GO:0043009	538
embryo	GO:0043009	598
embryo	GO:0043009	657
embryo	GO:0043009	90780
embryo	GO:0043009	672
embryo	GO:0043009	8894
embryo	GO:0043009	891
embryo	GO:0043009	9546
embryo	GO:0043009	25942
embryo	GO:0043009	1499
embryo	GO:0043009	83605
embryo	GO:0043009	1845
embryo	GO:0043009	1906
embryo	GO:0043009	1909
embryo	GO:0043009	57669
embryo	GO:0043009	2068
embryo	GO:0043009	25988
embryo	GO:0043009	10672
embryo	GO:0043009	2530
embryo	GO:0043009	51763
embryo	GO:0043009	2648
embryo	GO:0043009	2768
embryo	GO:0043009	60626
embryo	GO:0043009	57679
embryo	GO:0043009	3688
embryo	GO:0043009	3714
embryo	GO:0043009	3981
embryo	GO:0043009	4087
embryo	GO:0043009	4088
embryo	GO:0043009	4089
embryo	GO:0043009	4124
embryo	GO:0043009	4154
embryo	GO:0043009	4436
embryo	GO:0043009	53615
embryo	GO:0043009	4627
embryo	GO:0043009	4628
embryo	GO:0043009	4643
embryo	GO:0043009	8985
embryo	GO:0043009	4851
embryo	GO:0043009	4952
embryo	GO:0043009	5310
embryo	GO:0043009	5335
embryo	GO:0043009	55553
embryo	GO:0043009	5727
embryo	GO:0043009	5801
embryo	GO:0043009	5954
embryo	GO:0043009	6256
embryo	GO:0043009	55636
embryo	GO:0043009	6491
embryo	GO:0043009	23028
embryo	GO:0043009	23414
embryo	GO:0043009	7043
embryo	GO:0043009	7046
embryo	GO:0043009	7048
embryo	GO:0043009	7168
embryo	GO:0043009	7319
embryo	GO:0043009	7320
embryo	GO:0043009	7422
embryo	GO:0043009	2625
embryo	GO:0043009	9464
embryo	GO:0043009	7703
embryo	GO:0043009	7763
embryo	GO:0043009	23162
embryo	GO:0043009	57178
kidney	GO:0072163	384
kidney	GO:0072163	652
kidney	GO:0072163	655
kidney	GO:0072163	847
kidney	GO:0072163	9353
kidney	GO:0072163	10252
kidney	GO:0072163	2246
kidney	GO:0072163	2263
kidney	GO:0072163	2296
